Start Count;End Count;Improvement Count;Starting Positions;Move Sequence;Move Count;Value
11;12;1;E1-E2-E4-E5-E7-K11-K2-K4-K7-K8-K9;B Db Db Ub Db Bb D B U Bb Ub Db Ub Ub Ub B D D D Bb;20;0.05
11;12;1;E1-E4-E5-E6-E8-K1-K11-K3-K6-K7-K9;F F Lb B L Fb B Fb Fb Fb Bb F Lb Bb L F Lb Lb Lb Lb;20;0.05
13;14;1;E2-E3-E4-E5-E7-K1-K10-K2-K3-K5-K6-K7-K9;Bb F F Bb Db F Db Db Db B B Db Fb D Fb B F Bb F F;20;0.05
7;8;1;E3-K10-K11-K12-K2-K8-K9;Bb F Ub B Fb;5;0.20
13;14;1;E2-E3-E5-E7-E8-K10-K11-K12-K2-K6-K7-K8-K9;Lb D Lb Lb U Db U D U U L L L Ub Ub Ub Lb Db L Ub;20;0.05
10;11;1;E1-E2-E4-E5-E7-K1-K12-K4-K5-K7;D D Bb Ub Db Db U Db Db Db Bb Db Bb Bb D B Ub D U B;20;0.05
11;12;1;E1-E2-E3-E5-E8-K10-K11-K2-K3-K4-K9;D R U R Ub Rb Ub Rb Ub R U Db;12;0.08
12;13;1;E1-E2-E3-E5-E8-K10-K11-K12-K2-K3-K4-K9;Rb Bb Lb Rb Rb Lb R R B R B B B Lb Lb B;16;0.06
8;9;1;E2-E4-E7-E8-K11-K3-K5-K9;Fb Lb Bb L B F;6;0.17
9;11;2;E2-E3-E4-E7-E8-K11-K3-K5-K9;Rb Ub R B U B Ub;7;0.29
13;14;1;E1-E2-E3-E4-E7-E8-K11-K12-K2-K3-K5-K8-K9;L R Lb Rb L Db L R Lb Lb Rb Db Lb D L D L D Lb Lb;20;0.05
12;13;1;E1-E2-E3-E5-E7-K1-K10-K11-K12-K6-K8-K9;U F U Fb Ub Fb Ub Ub F U F Ub F F Ub Ub Fb Fb Fb Ub;20;0.05
11;12;1;E2-E3-E4-E6-K1-K11-K12-K2-K3-K5-K9;Rb Fb B Rb F Bb Fb B B R F Bb Fb Bb F R Bb F B Fb;20;0.05
13;14;1;E2-E3-E4-E6-E7-K1-K11-K12-K2-K3-K5-K6-K9;Ub Fb Fb Fb U Bb Ub Fb U B;10;0.10
12;13;1;E1-E2-E4-E5-E7-E8-K12-K3-K4-K6-K7-K8;D D L B B D Bb Lb Bb Lb D D Lb B Lb D L Db Bb L;20;0.05
13;14;1;E1-E2-E3-E6-E8-K1-K10-K11-K2-K3-K5-K7-K9;Ub Ub Ub Db U F U U Fb D D Fb Fb Fb U U Fb Ub Db Ub;20;0.05
6;7;1;E6-E7-E8-K1-K10-K2;U Fb L F Ub;5;0.20
8;10;2;E5-E6-E7-E8-K1-K10-K2-K9;U Fb Ub Rb F R F;7;0.29
13;14;1;E1-E2-E3-E6-E8-K10-K11-K12-K2-K4-K5-K7-K9;Fb R Bb Bb Rb Fb Fb R F Rb F B Fb Bb R Fb Bb Bb Rb Fb;20;0.05
10;11;1;E1-E4-E5-E6-E8-K10-K12-K3-K4-K8;D Bb Db F D B Db Fb;8;0.12
12;13;1;E1-E2-E4-E5-E6-E8-K10-K12-K3-K4-K8-K9;Bb D L B L B Lb B B Lb Lb Lb Lb B Lb Bb Lb B Db B;20;0.05
13;14;1;E1-E2-E3-E6-E7-K10-K11-K12-K2-K3-K4-K5-K6;D U U D D Ub Db Rb Ub Ub Ub R D R R R Ub R Ub D;20;0.05
12;13;1;E1-E2-E5-E6-E7-K1-K10-K2-K4-K7-K8-K9;Ub Rb D R U Rb Db Ub D Ub Ub R Db Ub D U Rb Db Ub R;20;0.05
10;11;1;E1-E2-E4-E6-K12-K2-K3-K4-K6-K9;Fb Rb F Lb Fb R F L;8;0.12
12;13;1;E1-E2-E4-E5-E6-E7-K12-K2-K3-K4-K6-K9;L R Lb Lb Rb Bb Rb Bb R B L R Lb B Lb R L Bb L Rb;20;0.05
5;6;1;E2-E5-E7-K1-K3;F Db F D Fb;5;0.20
13;14;1;E1-E2-E4-E5-E6-E7-K1-K10-K11-K12-K6-K7-K8;Rb F F F L F L F L Fb Lb Rb Lb Lb R Lb Lb Fb R Lb;20;0.05
12;14;2;E1-E2-E3-E4-E6-E8-K11-K2-K3-K5-K7-K8;F L F L Fb Lb Fb Lb Fb L;10;0.20
6;8;2;E4-E5-K10-K11-K2-K3;F Ub Fb U Fb;5;0.40
11;12;1;E1-E3-E5-E8-K1-K10-K11-K12-K2-K3-K4;R R Lb R F F F Lb Lb Lb F L Rb Rb Lb Fb Lb F Rb L;20;0.05
6;7;1;E8-K1-K10-K12-K2-K8;Rb Ub R U;4;0.25
9;10;1;E1-E4-E8-K10-K12-K2-K7-K8-K9;Ub Fb Ub Bb U F B U;8;0.12
12;13;1;E1-E2-E3-E7-E8-K1-K10-K11-K2-K3-K4-K8;B F Bb Db F D B Db F B F Bb F D F B F B B F;20;0.05
13;15;2;E1-E2-E3-E4-E6-E7-K1-K10-K12-K3-K7-K8-K9;B Db Bb Db F Bb Fb Db B D B D;12;0.17
12;13;1;E1-E2-E4-E5-E7-K1-K11-K2-K3-K6-K7-K9;R B L Rb L R L Rb Lb R Bb Rb Rb B L L Bb Lb R L;20;0.05
5;6;1;E3-E4-K10-K12-K6;B Ub L U Bb;5;0.20
9;10;1;E1-E2-E3-E4-E7-K10-K11-K6-K7;L B R Bb Lb B Rb Bb;8;0.12
13;14;1;E1-E2-E4-E5-E6-E7-K11-K12-K2-K4-K6-K7-K8;U U L Ub L B U B Ub Bb Ub Lb U Lb Bb U B Lb U U;20;0.05
12;14;2;E1-E4-E5-E6-E7-E8-K1-K10-K12-K4-K6-K8;Db B D Ub B Db Bb Db B U Bb D Ub Db Bb Db B Db U Db;20;0.10
6;8;2;E2-E5-E6-K1-K11-K5;B Rb D R Bb;5;0.40
11;12;1;E2-E3-E5-E6-E7-E8-K1-K11-K5-K7-K9;U Db L Ub Lb Db Ub D Ub Db Db U D D Lb Ub L U L D;20;0.05
12;13;1;E2-E3-E5-E6-E7-E8-K1-K11-K5-K6-K7-K9;U B U Bb Ub Bb Ub Bb U B;10;0.10
7;8;1;E6-K10-K12-K2-K3-K4-K5;F F L F F;5;0.20
9;10;1;E5-E6-K10-K11-K12-K2-K3-K4-K5;Db B D F Db Bb D Fb;8;0.12
12;13;1;E4-E5-E6-E7-K10-K11-K12-K2-K3-K4-K5-K9;Fb Bb Fb Bb Bb Fb Fb R Bb F Bb Fb Rb Bb Rb Bb Rb Rb B R;20;0.05
7;8;1;E2-E4-E8-K11-K6-K7-K8;D L Db Fb Lb F;6;0.17
12;13;1;E1-E2-E3-E4-E8-K1-K11-K4-K6-K7-K8-K9;D L Db Lb F Lb Fb L;8;0.12
6;7;1;E3-E5-E6-E7-K1-K2;Db B D Bb D L Db Lb;8;0.12
7;8;1;E3-E5-E6-E7-K1-K10-K2;Rb Fb R U F Ub Fb;7;0.14
13;14;1;E2-E3-E4-E5-E6-E8-K1-K10-K12-K5-K6-K7-K8;Rb Rb Rb Ub Ub R R D Ub Ub Db R Db U D Ub R U U R;20;0.05
13;14;1;E1-E2-E3-E4-E5-E6-E7-E8-K1-K10-K12-K2-K5;Lb D D Lb Db Db Db Db L F F D D F F Db Db Fb Fb L;20;0.05
10;11;1;E1-E3-E4-E5-E7-K12-K6-K7-K8-K9;Bb R L Rb B L R Lb Bb Lb B R R R;14;0.07
12;13;1;E1-E3-E4-E5-E6-E7-K12-K5-K6-K7-K8-K9;B R B R Bb Bb Rb Bb R Lb Lb R L L R Bb L Rb Lb Rb;20;0.05
8;9;1;E1-E2-E5-E6-K12-K3-K4-K5;R B Rb Db Rb Bb R R B D Rb Bb R B R B;16;0.06
9;10;1;E1-E2-E5-E6-K10-K12-K3-K4-K5;L L L Db L U Lb Lb Lb Ub D L U Lb U Db Ub Lb Ub D;20;0.05
6;7;1;E3-E5-E6-E8-K4-K6;Db F Ub Fb D;5;0.20
11;12;1;E1-E4-E5-E6-E8-K2-K3-K5-K6-K7-K8;R B Rb Fb R Bb Rb F;8;0.12
5;6;1;E5-E6-E8-K5-K8;Ub;1;1.00
8;9;1;E2-E5-E6-E8-K11-K5-K7-K8;U Rb Fb Ub F U R;7;0.14
13;14;1;E2-E3-E4-E5-E6-E8-K1-K11-K4-K5-K7-K8-K9;B D B B Db Bb Db Bb Db Db B Db Db Db;14;0.07
8;9;1;E1-E2-E3-E5-E6-K10-K12-K5;Ub Lb Ub Lb U L U L U Lb;10;0.10
13;14;1;E1-E2-E5-E7-E8-K1-K11-K12-K3-K5-K6-K7-K9;Rb Rb U Lb Lb Lb Ub R R U Lb Ub;12;0.08
12;13;1;E1-E2-E3-E4-E8-K10-K11-K2-K4-K6-K7-K9;R F Lb Fb Rb F L Fb;8;0.12
13;14;1;E1-E2-E3-E4-E6-E8-K10-K11-K2-K4-K6-K7-K9;D F F D U U Db Fb Fb U U Fb Fb Db F F F F Ub Ub;20;0.05
5;6;1;E2-E5-E7-E8-K1;U Fb Rb Ub R F;6;0.17
6;7;1;E2-E5-E7-E8-K1-K3;D Lb Db Fb L F;6;0.17
10;11;1;E1-E2-E5-E6-E7-E8-K1-K3-K6-K8;Fb Fb Db Fb Db Fb Ub D U F D F D F;14;0.07
9;10;1;E1-E2-E3-E4-E6-E7-K11-K12-K2;Fb Db F F F Db F D F D F Db;12;0.08
12;13;1;E1-E2-E3-E4-E7-K10-K11-K12-K2-K4-K6-K8;Bb Lb Fb L B Lb F L;8;0.12
8;11;3;E1-E6-K1-K10-K12-K4-K8-K9;Ub B Rb Bb Bb R Bb U;8;0.38
13;14;1;E1-E2-E5-E6-E7-E8-K1-K10-K11-K12-K4-K6-K8;L U Lb Lb Lb U R Lb Rb Ub Lb Ub Lb U R Lb R R L R;20;0.05
9;10;1;E1-E2-E3-E6-K1-K11-K5-K6-K7;Ub Rb D R U;5;0.20
13;14;1;E1-E2-E4-E5-E7-E8-K10-K11-K12-K2-K3-K7-K8;L B F F F B F Bb Bb F L F L F Lb Fb Lb Fb Lb Lb;20;0.05
11;12;1;E4-E5-E6-E7-K10-K12-K2-K4-K5-K7-K8;L Fb Lb B Fb B B Fb Fb Fb Fb Bb Bb F L F Lb Bb;18;0.06
6;7;1;E1-E2-E4-E7-E8-K9;Ub Bb U L U Lb Bb;7;0.14
12;13;1;E1-E2-E4-E6-E7-E8-K1-K11-K3-K5-K8-K9;Ub F B B Fb U U Bb Bb U F Bb Fb B U F B B Fb Ub;20;0.05
13;14;1;E1-E3-E6-E7-E8-K1-K11-K3-K5-K6-K7-K8-K9;Fb Bb Fb B F B B B F Ub Fb U B B Ub Fb Fb Fb U Bb;20;0.05
10;11;1;E4-E5-E6-E8-K11-K12-K2-K4-K5-K6;R Bb Rb Fb R B Rb F;8;0.12
12;13;1;E3-E4-E6-E7-E8-K11-K12-K2-K3-K4-K5-K6;L U R Ub Lb U Rb U U U;10;0.10
13;14;1;E2-E3-E4-E6-E7-E8-K11-K12-K2-K3-K4-K5-K6;Bb L B Rb Rb Rb Rb L B R L Rb Bb L R L L Rb Bb Lb;20;0.05
8;9;1;E1-E3-E5-K10-K11-K3-K7-K9;B Db L L D Bb;6;0.17
13;14;1;E1-E3-E4-E5-E7-K10-K11-K12-K2-K3-K5-K7-K9;Lb Lb Db Ub D Lb D L Ub Ub D Ub Db L L L U Db Ub Lb;20;0.05
13;16;3;E1-E2-E4-E5-E7-K11-K12-K2-K3-K4-K6-K7-K9;Lb R Lb Lb Rb Bb Lb B R R Bb L B R Lb R;16;0.19
8;9;1;E2-E3-E4-E5-E6-E8-K1-K11;Rb Bb R U B U R Ub Bb Ub;10;0.10
10;11;1;E2-E3-E4-E5-E6-E8-K1-K10-K11-K3;Lb F L F L B F Bb Lb Fb Lb B Fb B B Lb Lb Lb Lb B;20;0.05
7;8;1;E1-E2-E5-E8-K11-K7-K9;B D B U Bb Db Bb;7;0.14
12;13;1;E1-E4-E5-E6-E7-E8-K10-K11-K3-K7-K8-K9;Fb Lb Fb Lb F L F L F Lb;10;0.10
11;12;1;E2-E3-E6-E7-E8-K10-K3-K4-K6-K7-K8;Fb D F Ub Fb Db F U;8;0.12
8;9;1;E3-E5-E6-E7-K12-K3-K6-K7;B L Bb;3;0.33
9;10;1;E1-E4-K10-K11-K4-K5-K6-K8-K9;R D R Db R R;6;0.17
13;14;1;E1-E3-E4-E8-K10-K11-K2-K3-K4-K5-K6-K8-K9;Lb Rb Lb Rb Lb Lb R D D Rb Db Lb D L R Lb Db L Db R;20;0.05
5;7;2;E1-E3-E8-K11-K8;B Lb B L Bb;5;0.40
11;12;1;E1-E2-E3-E4-E6-K1-K10-K11-K2-K7-K8;Lb Db Bb L B L D;7;0.14
13;14;1;E1-E2-E3-E4-E6-E7-K1-K10-K11-K2-K6-K7-K8;Fb Bb Db Fb Db Bb Bb F B F B F Db F D F D B Fb Fb;20;0.05
7;8;1;E3-E5-E7-K12-K2-K3-K7;L Bb Lb Lb B Lb;6;0.17
12;14;2;E2-E3-E4-E5-E7-E8-K10-K12-K2-K3-K7-K9;Rb L Fb Rb Fb R F Lb R L F L L R R L Rb L Fb Lb;20;0.10
12;13;1;E2-E4-E5-E6-E7-E8-K1-K2-K3-K4-K6-K9;Db Db R R D D Rb Rb D D Rb Rb;12;0.08
9;11;2;E5-E7-E8-K10-K11-K12-K3-K7-K9;Db R Ub Ub Rb D;6;0.33
13;16;3;E1-E4-E5-E7-E8-K10-K11-K12-K2-K3-K4-K7-K9;R D Rb Ub R Db Rb Ub Ub Ub;10;0.30
9;10;1;E4-E5-E7-E8-K11-K12-K3-K5-K6;Fb Rb Ub R F;5;0.20
13;14;1;E3-E4-E5-E7-E8-K1-K11-K12-K2-K3-K5-K6-K8;U R Ub D Rb U R R R R U U U R U Rb Ub R Db Rb;20;0.05
13;14;1;E2-E3-E4-E6-E7-E8-K1-K10-K11-K2-K3-K4-K5;L D L D L Db Lb Db Rb Lb Db Db L R Lb Rb Db Db R Db;20;0.05
13;14;1;E2-E3-E5-E6-E7-E8-K10-K11-K12-K3-K6-K7-K9;Lb Rb Ub Ub Lb U U U Lb Ub Lb Lb U L U Lb Lb Lb R L;20;0.05
6;7;1;E1-E2-E3-E5-E7-K12;Fb L Bb Lb F L B Lb;8;0.12
9;10;1;E1-E3-E6-E8-K2-K4-K5-K7-K9;Ub Rb Rb B R R U;7;0.14
10;11;1;E1-E2-E5-E6-E7-K1-K12-K4-K8-K9;B L B Lb Bb Lb Bb Lb Bb Bb Bb L;12;0.08
12;13;1;E1-E2-E5-E6-E7-K1-K10-K12-K4-K7-K8-K9;F U B U Fb B F U F Bb Bb F F F B Ub Bb Ub Fb Bb;20;0.05
13;14;1;E1-E2-E5-E7-E8-K1-K10-K12-K4-K5-K6-K7-K9;Ub B U F Ub Ub Fb Bb Fb Fb Fb B U Bb U Fb;16;0.06
12;13;1;E1-E2-E3-E4-E5-K1-K10-K11-K2-K3-K7-K9;Fb D B Db F D Bb Db;8;0.12
13;14;1;E1-E2-E3-E5-E7-E8-K10-K12-K2-K3-K4-K7-K8;L L Fb Db Lb Lb Lb D L Db Lb F Db Lb Db Db Db L D L;20;0.05
11;12;1;E1-E2-E6-E7-E8-K10-K12-K2-K3-K8-K9;Fb U Bb Ub F Ub Ub Ub B Ub;10;0.10
6;7;1;E4-E6-E7-K1-K7-K8;Ub Lb U;3;0.33
7;8;1;E2-E4-E5-E8-K2-K6-K8;Ub R R F Rb Fb Rb U;8;0.12
13;14;1;E1-E2-E4-E5-E7-K1-K11-K2-K3-K5-K6-K8-K9;R B L L Bb Rb Rb B Lb Lb Bb R;12;0.08
12;13;1;E2-E3-E4-E6-E7-K10-K11-K3-K4-K5-K6-K7;Fb U Bb F B F B Fb Bb U F U B B B B Fb Ub Fb Ub;20;0.05
4;6;2;E4-E6-K6-K9;U Fb Fb Ub;4;0.50
10;11;1;E2-E3-E4-E7-E8-K11-K12-K3-K5-K6;Db Rb D Rb Bb R B R;8;0.12
6;7;1;E5-E6-K1-K12-K4-K8;U U F Ub Fb Ub;6;0.17
7;8;1;E1-E5-E6-K1-K12-K4-K8;L R L B Lb Rb Lb;7;0.14
9;10;1;E1-E5-E6-K1-K10-K12-K2-K4-K8;Fb Fb U F Ub F U F Ub;9;0.11
10;12;2;E1-E3-E5-E6-K1-K10-K12-K2-K4-K8;Bb Rb Lb Lb Bb Lb R Lb B;9;0.22
10;11;1;E1-E5-E6-K1-K10-K11-K12-K2-K4-K7;Fb Fb Rb F F R;6;0.17
13;14;1;E1-E3-E5-E6-E8-K1-K10-K11-K12-K2-K3-K4-K7;L R R R R Lb R R B Lb Bb Lb R L Rb Rb Rb B L Bb;20;0.05
7;8;1;E2-E3-E5-E7-K4-K5-K9;Db Lb B Db Bb L D;7;0.14
8;9;1;E2-E3-E5-E7-K10-K4-K5-K9;Db L Db L D Lb D;7;0.14
5;6;1;E2-E5-E7-K1-K12;Bb Lb U L B;5;0.20
10;11;1;E2-E4-E5-E6-E7-K1-K12-K5-K6-K7;Rb D Rb B R Bb Db R Db B R Bb;12;0.08
10;11;1;E2-E4-E5-E6-E7-K1-K11-K12-K3-K8;Bb U U L L Ub Ub L L Ub Ub Lb Lb B;14;0.07
5;6;1;E1-E2-E5-K11-K8;B Rb Fb R Bb;5;0.20
13;15;2;E1-E2-E3-E4-E7-E8-K1-K11-K2-K3-K7-K8-K9;L D L D L L Db Lb Db Lb Db Db;12;0.17
9;10;1;E2-E5-E8-K10-K11-K12-K5-K7-K8;L U F Ub Fb Lb Ub;7;0.14
5;7;2;E8-K1-K11-K7-K8;Bb Ub B U;4;0.50
7;8;1;E1-E3-E7-E8-K11-K4-K7;B Db Lb Bb L D;6;0.17
10;11;1;E2-E3-E4-E6-E7-E8-K1-K11-K3-K7;Fb Fb Fb Rb L R F L F Rb L R L Fb L L L Fb Lb F;20;0.05
9;10;1;E1-E4-E7-E8-K3-K4-K7-K8-K9;Ub L U Lb Bb Lb B L;8;0.12
12;13;1;E2-E3-E4-E5-E7-E8-K1-K10-K11-K12-K2-K7;U Db Fb Db Fb D F Db Ub Ub Db U D D D U F D Fb Ub;20;0.05
13;14;1;E3-E4-E6-E7-K1-K12-K2-K3-K4-K6-K7-K8-K9;Db Rb Ub R Db Rb U R D D;10;0.10
8;9;1;E1-E5-E6-K12-K2-K3-K4-K8;Bb Bb Bb R B L Bb Rb Bb;9;0.11
13;14;1;E1-E2-E3-E6-E8-K1-K10-K11-K12-K3-K4-K5-K7;Rb Lb R D R Db Lb R Lb Rb Db Db Db Rb D D D L L L;20;0.05
10;11;1;E1-E2-E3-E4-E8-K1-K10-K12-K2-K9;F Lb Fb Fb Fb Fb Fb L Bb Lb F L B Fb;14;0.07
13;14;1;E1-E2-E3-E6-E7-K1-K11-K12-K3-K4-K6-K7-K8;Bb Bb Lb U Bb Bb Ub L B L L B L;13;0.08
12;13;1;E2-E3-E4-E6-E7-K11-K2-K4-K5-K6-K8-K9;L U Lb Db L Ub Lb D;8;0.12
6;7;1;E1-E4-E7-E8-K6-K7;Fb Db Rb D F R;6;0.17
12;13;1;E1-E3-E4-E7-E8-K11-K2-K3-K4-K6-K7-K8;Rb Ub L U R Ub R Lb Rb U;10;0.10
13;14;1;E1-E3-E4-E5-E7-E8-K11-K2-K3-K4-K6-K7-K8;Lb Fb Lb Fb Lb F L F L F;10;0.10
12;13;1;E2-E3-E5-E6-E8-K1-K10-K11-K2-K3-K4-K8;Lb U R R Ub L Ub Ub Ub R R Ub Rb Lb Lb Rb L R R L;20;0.05
9;10;1;E3-E4-E7-E8-K2-K5-K6-K7-K8;R R R Db F Db Fb D R D;10;0.10
12;13;1;E3-E4-E5-E6-E7-E8-K11-K2-K5-K6-K7-K8;U U Fb Fb Fb D U U Db Ub Fb Ub Fb Ub Fb U F U U U;20;0.05
13;14;1;E1-E2-E4-E7-K1-K11-K12-K3-K4-K5-K6-K8-K9;Fb Fb L B Lb Fb Fb L Bb Lb;10;0.10
13;14;1;E3-E4-E6-E7-E8-K1-K11-K12-K2-K5-K6-K7-K9;Lb Db R D L Db L Rb Lb D;10;0.10
11;12;1;E1-E2-E4-E5-E8-K11-K12-K3-K4-K6-K7;R Fb Rb U R Ub F U Rb Ub;10;0.10
11;12;1;E1-E3-E4-E6-E7-E8-K1-K10-K2-K5-K7;F Bb D B B B B D Fb Fb Db Db Bb Fb B Fb Db Db F B;20;0.05
13;14;1;E2-E3-E4-E7-E8-K1-K11-K12-K2-K3-K7-K8-K9;Lb Bb Lb Lb B Rb Lb Lb R Bb Lb B;12;0.08
13;14;1;E2-E3-E4-E6-E7-K1-K10-K11-K12-K3-K5-K6-K9;Ub Bb D D D D B Db Db B U U Bb D B Ub Ub Bb U D;20;0.05
13;14;1;E2-E3-E4-E8-K1-K10-K11-K12-K2-K3-K4-K5-K9;Db Rb U R D Rb U U U R;10;0.10
9;10;1;E2-E3-E6-E7-K10-K12-K5-K6-K9;Ub Fb D F U Fb Db F;8;0.12
11;12;1;E1-E2-E3-E6-E7-E8-K10-K12-K5-K6-K9;Fb Rb Rb Rb U F Rb Rb Fb Rb Ub Rb Rb Rb Rb Fb Ub Ub F F;20;0.05
11;12;1;E1-E2-E3-E4-E7-E8-K1-K10-K2-K3-K9;Bb F U B Fb B Fb Fb B Fb B F Ub Fb Ub Fb Ub F U B;20;0.05
7;8;1;E3-E4-E8-K1-K10-K6-K8;Rb Bb R B;4;0.25
12;13;1;E1-E3-E4-E8-K1-K10-K11-K12-K2-K5-K6-K8;Rb B B R B F Bb Fb Rb Rb Fb R F B Fb B Rb F R R;20;0.05
9;10;1;E3-E4-E7-K10-K11-K3-K4-K5-K6;Bb R Db Rb B;5;0.20
12;13;1;E1-E3-E5-E6-E8-K10-K12-K3-K4-K5-K6-K7;Fb Ub Ub B F Bb U Bb Fb Bb Bb F Ub B Fb Bb U Bb U F;20;0.05
8;10;2;E2-E3-E5-E7-K1-K12-K3-K7;Bb Lb B L Bb L B;7;0.29
12;13;1;E1-E2-E3-E5-E7-E8-K1-K10-K12-K3-K5-K7;Lb Ub Ub L U L U Lb Lb Ub Lb Ub;12;0.08
7;9;2;E8-K11-K2-K4-K5-K6-K7;Lb U F Ub L;5;0.40
13;14;1;E1-E3-E5-E7-E8-K11-K12-K2-K4-K5-K6-K7-K8;D U Db U R D Rb U U R Db Rb;12;0.08
13;14;1;E2-E3-E5-E6-E8-K1-K10-K11-K12-K3-K5-K6-K9;F F F R Bb Rb F F R B Rb Fb;12;0.08
13;14;1;E1-E3-E4-E5-E6-E7-K1-K10-K11-K12-K4-K6-K8;R F R Fb Rb Fb Rb Fb R F;10;0.10
7;8;1;E1-E3-E7-K10-K11-K4-K7;Lb F U Fb L;5;0.20
9;10;1;E7-E8-K11-K4-K5-K6-K7-K8-K9;Lb R B Rb L;5;0.20
5;6;1;E1-E6-E8-K3-K8;F L Ub Lb Fb U;6;0.17
11;12;1;E1-E2-E3-E4-E6-E8-K10-K12-K3-K5-K8;L L D L Db Lb Db Lb Db L F F F F D Lb F F F F;20;0.05
7;8;1;E2-E3-E4-E6-E8-K10-K3;R F R U R F F Rb Fb Ub Fb R;12;0.08
13;14;1;E1-E3-E4-E5-E8-K1-K10-K11-K2-K3-K5-K6-K7;Fb U F D D D D U U D Ub D D Ub Fb Ub F U D Ub;20;0.05
7;9;2;E2-E3-E5-E8-K1-K11-K8;Bb R Ub Ub Bb U U Rb B;9;0.22
11;12;1;E1-E2-E3-E5-E7-E8-K1-K11-K4-K5-K8;L U Bb Bb Bb Bb U U Bb Ub Bb Ub Bb U B U B U U Lb;20;0.05
11;12;1;E1-E4-E5-E6-K10-K12-K3-K4-K6-K7-K8;D Rb Ub R D Rb U D Ub Ub D Ub Ub Db Db R U Db Db Ub;20;0.05
13;14;1;E1-E2-E4-E5-E6-K1-K10-K12-K3-K4-K6-K7-K8;Lb R Fb Lb F Rb Fb Lb Lb Lb F L;12;0.08
10;11;1;E1-E2-E3-E7-E8-K12-K2-K3-K4-K5;Db U Bb U Db Bb D D B Ub Bb Db B U D Ub D U U U;20;0.05
11;12;1;E1-E2-E3-E5-E7-E8-K12-K2-K3-K4-K5;Bb R D R D Rb Db Rb Db Rb D B;12;0.08
12;13;1;E2-E4-E6-E8-K10-K11-K12-K4-K5-K6-K7-K8;Lb D Rb Db Lb D R Db Lb Lb;10;0.10
13;14;1;E2-E4-E5-E6-E8-K10-K11-K12-K4-K5-K6-K7-K8;Lb Rb L D Lb Db Rb D D D D D Rb Lb R Lb Lb Db R R;20;0.05
7;8;1;E1-E2-K10-K11-K5-K6-K8;Ub Rb U R B Ub Bb;7;0.14
12;13;1;E1-E2-E3-E4-E6-K10-K11-K3-K5-K6-K8-K9;L B Rb Bb Rb Lb R B R Bb;10;0.10
13;15;2;E1-E2-E3-E4-E6-E7-K10-K11-K3-K5-K6-K8-K9;Bb Ub Bb Ub B U B U B Ub;10;0.20
8;9;1;E1-E2-E3-E4-E6-K12-K4-K9;Fb Rb F Rb Lb R Fb R F L;10;0.10
12;13;1;E1-E2-E3-E4-E6-E8-K1-K10-K12-K4-K6-K9;F R L Rb Lb Rb Rb F F Rb Fb Rb Fb R Fb L R Lb F R;20;0.05
10;11;1;E1-E2-E3-E7-E8-K1-K3-K5-K6-K9;Bb F Lb F F L B Lb Fb Fb Bb F Bb Fb Bb Fb Bb F L Fb;20;0.05
13;14;1;E1-E3-E4-E7-E8-K1-K10-K2-K3-K5-K7-K8-K9;D L Db R D Lb Db Rb;8;0.12
13;14;1;E1-E3-E6-E7-E8-K1-K12-K3-K4-K5-K6-K7-K9;Ub Ub Ub Ub Ub Lb Db L U U Lb Ub D U L D D Ub Db Db;20;0.05
12;13;1;E2-E3-E6-K10-K11-K12-K2-K3-K5-K6-K8-K9;Lb Ub L Db Lb U L D;8;0.12
7;8;1;E1-E4-E5-E6-E7-K12-K5;Db Fb Db Rb F R D F D Rb;10;0.10
11;12;1;E1-E4-E5-E6-E7-K10-K12-K2-K4-K5-K9;Db B B D R Db Bb Bb D Rb;10;0.10
8;9;1;E3-E4-E5-E7-E8-K12-K5-K6;Ub Rb Ub R B U Bb;7;0.14
9;10;1;E1-E2-E5-E6-E8-K10-K12-K5-K8;Ub F D Fb U F Db Fb;8;0.12
12;13;1;E1-E2-E3-E4-E5-E8-K1-K12-K3-K4-K6-K9;D D Fb Db B Fb Bb Db Fb D F D Bb Fb Bb Bb Fb Bb Fb Db;20;0.05
6;7;1;E2-E6-E7-E8-K10-K9;Bb Ub B;3;0.33
12;13;1;E1-E3-E4-E6-E8-K10-K2-K4-K5-K6-K7-K8;D L D Lb Db Lb Db Lb D L;10;0.10
7;8;1;E2-E3-E5-E7-E8-K10-K5;Rb U R B Ub R B Rb Bb;9;0.11
9;10;1;E1-K10-K2-K3-K5-K6-K7-K8-K9;Fb R F F Rb Fb;6;0.17
6;7;1;E2-E5-E7-K1-K3-K6;F Ub Rb U Fb;5;0.20
13;14;1;E2-E4-E5-E7-E8-K1-K10-K11-K12-K2-K3-K5-K6;Rb Rb Db Rb Lb Lb Lb Lb Db L L D R Db Lb Lb D D R R;20;0.05
4;5;1;E1-E5-E6-K5;F Rb Fb R;4;0.25
12;13;1;E1-E3-E4-E5-E6-E8-K1-K11-K3-K4-K5-K8;Bb D B Db Lb Bb Lb Db L B L Bb Bb Bb;14;0.07
7;8;1;E3-E4-E8-K10-K2-K6-K7;U Rb Ub L U R Ub Lb;8;0.12
11;12;1;E3-E4-E5-E8-K10-K11-K12-K2-K4-K6-K7;Rb D L Db Lb Db Lb Db R L Rb Db Db Db L D D D D R;20;0.05
7;8;1;E3-E4-E7-K1-K10-K6-K9;U R Ub Fb Rb F;6;0.17
9;10;1;E2-E3-E4-E7-K1-K10-K6-K8-K9;Rb Ub Rb Fb R U R F U Fb;10;0.10
